"","OBJECTID_1","COUNT","AREA","MEAN","SUM","cov","Species","SiteTransect","Site","Transect"
"806",23,409,3.1558641975e-05,20.2198032621649,NA,"Ruggedness","Allocebus_trichotis","Antanambe_3","Antanambe",3
"807",24,412,3.1790123457e-05,27.2135346653392,NA,"Ruggedness","Allocebus_trichotis","Androfiabe_2","Androfiabe",2
"808",25,515,3.9737654321e-05,33.7142418796576,NA,"Ruggedness","Allocebus_trichotis","Ambodihasina_2","Ambodihasina",2
"809",26,339,2.6157407407e-05,31.6220216962089,NA,"Ruggedness","Allocebus_trichotis","Antanambe_1","Antanambe",1
"810",27,536,4.1358024691e-05,26.7129461249309,NA,"Ruggedness","Allocebus_trichotis","Ambavala_1","Ambavala",1
"811",28,444,3.4259259259e-05,34.5162377991118,NA,"Ruggedness","Allocebus_trichotis","Ambavala_2","Ambavala",2
"812",29,624,4.8148148148e-05,37.663199501924,NA,"Ruggedness","Allocebus_trichotis","Ambavala_3","Ambavala",3
"813",1,111,8.564814815e-06,24.8765143832645,NA,"Ruggedness","Avahi_laniger","Ambodivoara_1","Ambodivoara",1
"814",2,90,6.944444444e-06,23.8936763657464,NA,"Ruggedness","Avahi_laniger","Ambodihasina_1","Ambodihasina",1
"815",3,74,5.709876543e-06,32.914945602417,NA,"Ruggedness","Avahi_laniger","Ambodimandresy_2","Ambodimandresy",2
"816",4,125,9.645061728e-06,35.1507720794678,NA,"Ruggedness","Avahi_laniger","Ambodivoara_3","Ambodivoara",3
"817",5,68,5.24691358e-06,22.4848823757733,NA,"Ruggedness","Avahi_laniger","Ambodivoara_2","Ambodivoara",2
"818",6,117,9.027777778e-06,21.9668110863775,NA,"Ruggedness","Avahi_laniger","Androfiabe_1","Androfiabe",1
"819",7,86,6.635802469e-06,33.1335860962092,NA,"Ruggedness","Avahi_laniger","Ambodimandresy_3","Ambodimandresy",3
"820",8,74,5.709876543e-06,30.4100255257375,NA,"Ruggedness","Avahi_laniger","Ambodihasina_3","Ambodihasina",3
"821",9,88,6.790123457e-06,29.8453220887618,NA,"Ruggedness","Avahi_laniger","Befamatra_1","Befamatra",1
"822",10,76,5.864197531e-06,27.5222118277299,NA,"Ruggedness","Avahi_laniger","Befamatra_3","Befamatra",3
"823",11,78,6.018518519e-06,20.9206398083614,NA,"Ruggedness","Avahi_laniger","Androfiabe_3","Androfiabe",3
"824",12,92,7.098765432e-06,38.4980410492938,NA,"Ruggedness","Avahi_laniger","Betaolana_3","Betaolana",3
"825",13,120,9.259259259e-06,39.7979822079341,NA,"Ruggedness","Avahi_laniger","Ambodivoara_5","Ambodivoara",5
"826",14,96,7.407407407e-06,23.8408418893814,NA,"Ruggedness","Avahi_laniger","Betaolana_2","Betaolana",2
"827",15,115,8.87345679e-06,19.0315859089727,NA,"Ruggedness","Avahi_laniger","Betaolana_1","Betaolana",1
"828",16,87,6.712962963e-06,25.5600991989004,NA,"Ruggedness","Avahi_laniger","Ambodivoara_4","Ambodivoara",4
"829",17,70,5.401234568e-06,34.9445427077157,NA,"Ruggedness","Avahi_laniger","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"830",18,92,7.098765432e-06,35.4904882389566,NA,"Ruggedness","Avahi_laniger","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"831",19,104,8.024691358e-06,21.6070005022562,NA,"Ruggedness","Avahi_laniger","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"832",20,87,6.712962963e-06,24.7339192971416,NA,"Ruggedness","Avahi_laniger","Befamatra_2","Befamatra",2
"833",21,127,9.799382716e-06,28.2579121627207,NA,"Ruggedness","Avahi_laniger","Ambodimandresy_1","Ambodimandresy",1
"834",22,144,1.1111111111e-05,31.4900784128242,NA,"Ruggedness","Avahi_laniger","Antanambe_2","Antanambe",2
"835",23,109,8.410493827e-06,19.1897469266839,NA,"Ruggedness","Avahi_laniger","Antanambe_3","Antanambe",3
"836",24,67,5.169753086e-06,26.1652871743957,NA,"Ruggedness","Avahi_laniger","Androfiabe_2","Androfiabe",2
"837",25,75,5.787037037e-06,34.1279500452677,NA,"Ruggedness","Avahi_laniger","Ambodihasina_2","Ambodihasina",2
"838",26,81,6.25e-06,29.4391096020922,NA,"Ruggedness","Avahi_laniger","Antanambe_1","Antanambe",1
"839",27,124,9.567901235e-06,25.1221359122184,NA,"Ruggedness","Avahi_laniger","Ambavala_1","Ambavala",1
"840",28,121,9.336419753e-06,34.730550009357,NA,"Ruggedness","Avahi_laniger","Ambavala_2","Ambavala",2
"841",29,110,8.487654321e-06,33.2735470468348,NA,"Ruggedness","Avahi_laniger","Ambavala_3","Ambavala",3
"842",1,201,1.5509259259e-05,25.5817122340795,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodivoara_1","Ambodivoara",1
"843",2,167,1.2885802469e-05,23.6773104068048,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodihasina_1","Ambodihasina",1
"844",3,154,1.1882716049e-05,33.8382178219882,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodimandresy_2","Ambodimandresy",2
"845",4,204,1.5740740741e-05,35.6619323375178,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodivoara_3","Ambodivoara",3
"846",5,122,9.413580247e-06,23.3836381357224,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodivoara_2","Ambodivoara",2
"847",6,223,1.7206790123e-05,22.2754469666246,NA,"Ruggedness","Cheirogaleus_crossleyi","Androfiabe_1","Androfiabe",1
"848",7,151,1.1651234568e-05,32.2253910974161,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodimandresy_3","Ambodimandresy",3
"849",8,144,1.1111111111e-05,29.488286236922,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodihasina_3","Ambodihasina",3
"850",9,160,1.2345679012e-05,29.4928716778755,NA,"Ruggedness","Cheirogaleus_crossleyi","Befamatra_1","Befamatra",1
"851",10,144,1.1111111111e-05,26.4298407534758,NA,"Ruggedness","Cheirogaleus_crossleyi","Befamatra_3","Befamatra",3
"852",11,155,1.1959876543e-05,22.0718986818867,NA,"Ruggedness","Cheirogaleus_crossleyi","Androfiabe_3","Androfiabe",3
"853",12,178,1.3734567901e-05,39.5588963326444,NA,"Ruggedness","Cheirogaleus_crossleyi","Betaolana_3","Betaolana",3
"854",13,191,1.4737654321e-05,41.8655532267705,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodivoara_5","Ambodivoara",5
"855",14,164,1.2654320988e-05,24.3422965741739,NA,"Ruggedness","Cheirogaleus_crossleyi","Betaolana_2","Betaolana",2
"856",15,224,1.7283950617e-05,20.8843722641468,NA,"Ruggedness","Cheirogaleus_crossleyi","Betaolana_1","Betaolana",1
"857",16,170,1.3117283951e-05,26.2738100346397,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodivoara_4","Ambodivoara",4
"858",17,129,9.953703704e-06,35.3359269430471,NA,"Ruggedness","Cheirogaleus_crossleyi","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"859",18,159,1.2268518519e-05,37.2889084366133,NA,"Ruggedness","Cheirogaleus_crossleyi","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"860",19,179,1.3811728395e-05,21.8810462552076,NA,"Ruggedness","Cheirogaleus_crossleyi","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"861",20,161,1.2422839506e-05,24.2175056327204,NA,"Ruggedness","Cheirogaleus_crossleyi","Befamatra_2","Befamatra",2
"862",21,222,1.712962963e-05,30.3591570080938,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodimandresy_1","Ambodimandresy",1
"863",22,247,1.9058641975e-05,31.6249856504834,NA,"Ruggedness","Cheirogaleus_crossleyi","Antanambe_2","Antanambe",2
"864",23,181,1.3966049383e-05,18.9468569096939,NA,"Ruggedness","Cheirogaleus_crossleyi","Antanambe_3","Antanambe",3
"865",24,145,1.1188271605e-05,26.6826739738727,NA,"Ruggedness","Cheirogaleus_crossleyi","Androfiabe_2","Androfiabe",2
"866",25,168,1.2962962963e-05,33.5538357609794,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambodihasina_2","Ambodihasina",2
"867",26,136,1.049382716e-05,29.2712257118786,NA,"Ruggedness","Cheirogaleus_crossleyi","Antanambe_1","Antanambe",1
"868",27,221,1.7052469136e-05,25.0314800469584,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambavala_1","Ambavala",1
"869",28,195,1.5046296296e-05,36.0521302907895,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambavala_2","Ambavala",2
"870",29,232,1.7901234568e-05,35.2372752982995,NA,"Ruggedness","Cheirogaleus_crossleyi","Ambavala_3","Ambavala",3
"871",1,560,4.3209876543e-05,26.0135012660708,NA,"Ruggedness","Eulemur_albifrons","Ambodivoara_1","Ambodivoara",1
"872",2,473,3.649691358e-05,23.5780431916799,NA,"Ruggedness","Eulemur_albifrons","Ambodihasina_1","Ambodihasina",1
"873",3,478,3.6882716049e-05,35.2587882265386,NA,"Ruggedness","Eulemur_albifrons","Ambodimandresy_2","Ambodimandresy",2
"874",4,517,3.9891975309e-05,37.4126292437142,NA,"Ruggedness","Eulemur_albifrons","Ambodivoara_3","Ambodivoara",3
"875",5,366,2.8240740741e-05,24.9992552858884,NA,"Ruggedness","Eulemur_albifrons","Ambodivoara_2","Ambodivoara",2
"876",6,611,4.7145061728e-05,22.1538231712316,NA,"Ruggedness","Eulemur_albifrons","Androfiabe_1","Androfiabe",1
"877",7,438,3.3796296296e-05,31.3082374840567,NA,"Ruggedness","Eulemur_albifrons","Ambodimandresy_3","Ambodimandresy",3
"878",8,448,3.4567901235e-05,29.6532179840974,NA,"Ruggedness","Eulemur_albifrons","Ambodihasina_3","Ambodihasina",3
"879",9,447,3.4490740741e-05,30.0568300978983,NA,"Ruggedness","Eulemur_albifrons","Befamatra_1","Befamatra",1
"880",10,412,3.1790123457e-05,26.581175828443,NA,"Ruggedness","Eulemur_albifrons","Befamatra_3","Befamatra",3
"881",11,483,3.7268518519e-05,23.1552008960558,NA,"Ruggedness","Eulemur_albifrons","Androfiabe_3","Androfiabe",3
"882",12,502,3.8734567901e-05,38.2671214289874,NA,"Ruggedness","Eulemur_albifrons","Betaolana_3","Betaolana",3
"883",13,486,3.75e-05,39.5065034613197,NA,"Ruggedness","Eulemur_albifrons","Ambodivoara_5","Ambodivoara",5
"884",14,455,3.5108024691e-05,23.9071120513664,NA,"Ruggedness","Eulemur_albifrons","Betaolana_2","Betaolana",2
"885",15,642,4.9537037037e-05,22.7430047877481,NA,"Ruggedness","Eulemur_albifrons","Betaolana_1","Betaolana",1
"886",16,510,3.9351851852e-05,25.4473288391151,NA,"Ruggedness","Eulemur_albifrons","Ambodivoara_4","Ambodivoara",4
"887",17,373,2.8780864198e-05,34.8234350623778,NA,"Ruggedness","Eulemur_albifrons","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"888",18,436,3.3641975309e-05,35.4775469270321,NA,"Ruggedness","Eulemur_albifrons","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"889",19,484,3.7345679012e-05,23.3374454462824,NA,"Ruggedness","Eulemur_albifrons","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"890",20,450,3.4722222222e-05,23.5083557097117,NA,"Ruggedness","Eulemur_albifrons","Befamatra_2","Befamatra",2
"891",21,575,4.4367283951e-05,34.3555472067128,NA,"Ruggedness","Eulemur_albifrons","Ambodimandresy_1","Ambodimandresy",1
"892",22,696,5.3703703704e-05,31.5999349348847,NA,"Ruggedness","Eulemur_albifrons","Antanambe_2","Antanambe",2
"893",23,479,3.6959876543e-05,20.3136103456852,NA,"Ruggedness","Eulemur_albifrons","Antanambe_3","Antanambe",3
"894",24,484,3.7345679012e-05,27.5714484384237,NA,"Ruggedness","Eulemur_albifrons","Androfiabe_2","Androfiabe",2
"895",25,601,4.637345679e-05,33.5545589166156,NA,"Ruggedness","Eulemur_albifrons","Ambodihasina_2","Ambodihasina",2
"896",26,392,3.024691358e-05,32.185672734465,NA,"Ruggedness","Eulemur_albifrons","Antanambe_1","Antanambe",1
"897",27,619,4.7762345679e-05,27.0877253373721,NA,"Ruggedness","Eulemur_albifrons","Ambavala_1","Ambavala",1
"898",28,522,4.0277777778e-05,34.0735711055697,NA,"Ruggedness","Eulemur_albifrons","Ambavala_2","Ambavala",2
"899",29,732,5.6481481481e-05,38.2422666986132,NA,"Ruggedness","Eulemur_albifrons","Ambavala_3","Ambavala",3
"900",1,721,5.5632716049e-05,26.084741494196,NA,"Ruggedness","Eulemur_rubriventer","Ambodivoara_1","Ambodivoara",1
"901",2,612,4.7222222222e-05,22.8971980062186,NA,"Ruggedness","Eulemur_rubriventer","Ambodihasina_1","Ambodihasina",1
"902",3,627,4.837962963e-05,35.4367807059767,NA,"Ruggedness","Eulemur_rubriventer","Ambodimandresy_2","Ambodimandresy",2
"903",4,669,5.162037037e-05,37.489681988019,NA,"Ruggedness","Eulemur_rubriventer","Ambodivoara_3","Ambodivoara",3
"904",5,482,3.7191358025e-05,24.8483039521577,NA,"Ruggedness","Eulemur_rubriventer","Ambodivoara_2","Ambodivoara",2
"905",6,788,6.0802469136e-05,22.0286499449444,NA,"Ruggedness","Eulemur_rubriventer","Androfiabe_1","Androfiabe",1
"906",7,568,4.3827160494e-05,32.0984171326731,NA,"Ruggedness","Eulemur_rubriventer","Ambodimandresy_3","Ambodimandresy",3
"907",8,589,4.5447530864e-05,29.7986648483471,NA,"Ruggedness","Eulemur_rubriventer","Ambodihasina_3","Ambodihasina",3
"908",9,587,4.5293209877e-05,29.8635258268457,NA,"Ruggedness","Eulemur_rubriventer","Befamatra_1","Befamatra",1
"909",10,551,4.2515432099e-05,25.7049454007088,NA,"Ruggedness","Eulemur_rubriventer","Befamatra_3","Befamatra",3
"910",11,627,4.837962963e-05,23.3417252117747,NA,"Ruggedness","Eulemur_rubriventer","Androfiabe_3","Androfiabe",3
"911",12,650,5.0154320988e-05,37.5907508255885,NA,"Ruggedness","Eulemur_rubriventer","Betaolana_3","Betaolana",3
"912",13,629,4.8533950617e-05,38.2650380240715,NA,"Ruggedness","Eulemur_rubriventer","Ambodivoara_5","Ambodivoara",5
"913",14,598,4.6141975309e-05,23.1830949791299,NA,"Ruggedness","Eulemur_rubriventer","Betaolana_2","Betaolana",2
"914",15,828,6.3888888889e-05,22.2762927427384,NA,"Ruggedness","Eulemur_rubriventer","Betaolana_1","Betaolana",1
"915",16,667,5.1466049383e-05,25.7589026873616,NA,"Ruggedness","Eulemur_rubriventer","Ambodivoara_4","Ambodivoara",4
"916",17,494,3.8117283951e-05,35.8076682457557,NA,"Ruggedness","Eulemur_rubriventer","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"917",18,575,4.4367283951e-05,34.2729070953701,NA,"Ruggedness","Eulemur_rubriventer","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"918",19,630,4.8611111111e-05,22.7905494576409,NA,"Ruggedness","Eulemur_rubriventer","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"919",20,586,4.5216049383e-05,23.0149716248691,NA,"Ruggedness","Eulemur_rubriventer","Befamatra_2","Befamatra",2
"920",21,746,5.7561728395e-05,35.6378005107031,NA,"Ruggedness","Eulemur_rubriventer","Ambodimandresy_1","Ambodimandresy",1
"921",22,918,7.0833333333e-05,32.0824128267292,NA,"Ruggedness","Eulemur_rubriventer","Antanambe_2","Antanambe",2
"922",23,625,4.8225308642e-05,20.8033272132873,NA,"Ruggedness","Eulemur_rubriventer","Antanambe_3","Antanambe",3
"923",24,630,4.8611111111e-05,27.6332339347355,NA,"Ruggedness","Eulemur_rubriventer","Androfiabe_2","Androfiabe",2
"924",25,799,6.1651234568e-05,33.6547201936027,NA,"Ruggedness","Eulemur_rubriventer","Ambodihasina_2","Ambodihasina",2
"925",26,525,4.0509259259e-05,32.9480685561044,NA,"Ruggedness","Eulemur_rubriventer","Antanambe_1","Antanambe",1
"926",27,801,6.1805555556e-05,27.8231437173527,NA,"Ruggedness","Eulemur_rubriventer","Ambavala_1","Ambavala",1
"927",28,670,5.1697530864e-05,33.6298327702195,NA,"Ruggedness","Eulemur_rubriventer","Ambavala_2","Ambavala",2
"928",29,968,7.4691358025e-05,39.424711995381,NA,"Ruggedness","Eulemur_rubriventer","Ambavala_3","Ambavala",3
"929",1,478,3.6882716049e-05,25.439561064772,NA,"Ruggedness","Hapalemur_occidentalis","Ambodivoara_1","Ambodivoara",1
"930",2,403,3.1095679012e-05,23.4833926207966,NA,"Ruggedness","Hapalemur_occidentalis","Ambodihasina_1","Ambodihasina",1
"931",3,408,3.1481481481e-05,35.2857922502593,NA,"Ruggedness","Hapalemur_occidentalis","Ambodimandresy_2","Ambodimandresy",2
"932",4,450,3.4722222222e-05,36.946373163859,NA,"Ruggedness","Hapalemur_occidentalis","Ambodivoara_3","Ambodivoara",3
"933",5,307,2.3688271605e-05,24.7856618635818,NA,"Ruggedness","Hapalemur_occidentalis","Ambodivoara_2","Ambodivoara",2
"934",6,526,4.0586419753e-05,22.3668630014354,NA,"Ruggedness","Hapalemur_occidentalis","Androfiabe_1","Androfiabe",1
"935",7,368,2.8395061728e-05,30.9247178927712,NA,"Ruggedness","Hapalemur_occidentalis","Ambodimandresy_3","Ambodimandresy",3
"936",8,384,2.962962963e-05,29.721363723278,NA,"Ruggedness","Hapalemur_occidentalis","Ambodihasina_3","Ambodihasina",3
"937",9,386,2.9783950617e-05,29.9704912079431,NA,"Ruggedness","Hapalemur_occidentalis","Befamatra_1","Befamatra",1
"938",10,350,2.700617284e-05,26.5878273337228,NA,"Ruggedness","Hapalemur_occidentalis","Befamatra_3","Befamatra",3
"939",11,406,3.1327160494e-05,22.8337385865855,NA,"Ruggedness","Hapalemur_occidentalis","Androfiabe_3","Androfiabe",3
"940",12,427,3.2947530864e-05,39.3610612525315,NA,"Ruggedness","Hapalemur_occidentalis","Betaolana_3","Betaolana",3
"941",13,421,3.2484567901e-05,40.6770704421182,NA,"Ruggedness","Hapalemur_occidentalis","Ambodivoara_5","Ambodivoara",5
"942",14,393,3.0324074074e-05,24.4569208312581,NA,"Ruggedness","Hapalemur_occidentalis","Betaolana_2","Betaolana",2
"943",15,556,4.2901234568e-05,22.7022696596255,NA,"Ruggedness","Hapalemur_occidentalis","Betaolana_1","Betaolana",1
"944",16,438,3.3796296296e-05,25.634510796364,NA,"Ruggedness","Hapalemur_occidentalis","Ambodivoara_4","Ambodivoara",4
"945",17,313,2.4151234568e-05,34.579274860053,NA,"Ruggedness","Hapalemur_occidentalis","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"946",18,378,2.9166666667e-05,35.9013536304393,NA,"Ruggedness","Hapalemur_occidentalis","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"947",19,422,3.2561728395e-05,23.264622238575,NA,"Ruggedness","Hapalemur_occidentalis","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"948",20,385,2.9706790123e-05,23.7325564310148,NA,"Ruggedness","Hapalemur_occidentalis","Befamatra_2","Befamatra",2
"949",21,495,3.8194444444e-05,33.468455940786,NA,"Ruggedness","Hapalemur_occidentalis","Ambodimandresy_1","Ambodimandresy",1
"950",22,591,4.5601851852e-05,31.4615263132073,NA,"Ruggedness","Hapalemur_occidentalis","Antanambe_2","Antanambe",2
"951",23,409,3.1558641975e-05,20.2198032621649,NA,"Ruggedness","Hapalemur_occidentalis","Antanambe_3","Antanambe",3
"952",24,412,3.1790123457e-05,27.2135346653392,NA,"Ruggedness","Hapalemur_occidentalis","Androfiabe_2","Androfiabe",2
"953",25,515,3.9737654321e-05,33.7142418796576,NA,"Ruggedness","Hapalemur_occidentalis","Ambodihasina_2","Ambodihasina",2
"954",26,339,2.6157407407e-05,31.6220216962089,NA,"Ruggedness","Hapalemur_occidentalis","Antanambe_1","Antanambe",1
"955",27,536,4.1358024691e-05,26.7129461249309,NA,"Ruggedness","Hapalemur_occidentalis","Ambavala_1","Ambavala",1
"956",28,444,3.4259259259e-05,34.5162377991118,NA,"Ruggedness","Hapalemur_occidentalis","Ambavala_2","Ambavala",2
"957",29,624,4.8148148148e-05,37.663199501924,NA,"Ruggedness","Hapalemur_occidentalis","Ambavala_3","Ambavala",3
"958",1,74,5.709876543e-06,24.7125611691861,NA,"Ruggedness","Lepilemur_saeli","Ambodivoara_1","Ambodivoara",1
"959",2,60,4.62962963e-06,23.9085558573405,NA,"Ruggedness","Lepilemur_saeli","Ambodihasina_1","Ambodihasina",1
"960",3,40,3.086419753e-06,33.6351535320282,NA,"Ruggedness","Lepilemur_saeli","Ambodimandresy_2","Ambodimandresy",2
"961",4,90,6.944444444e-06,34.8341448677911,NA,"Ruggedness","Lepilemur_saeli","Ambodivoara_3","Ambodivoara",3
"962",5,45,3.472222222e-06,22.0580771658156,NA,"Ruggedness","Lepilemur_saeli","Ambodivoara_2","Ambodivoara",2
"963",6,81,6.25e-06,21.3843268053031,NA,"Ruggedness","Lepilemur_saeli","Androfiabe_1","Androfiabe",1
"964",7,64,4.938271605e-06,33.7600676119328,NA,"Ruggedness","Lepilemur_saeli","Ambodimandresy_3","Ambodimandresy",3
"965",8,56,4.320987654e-06,30.864995777607,NA,"Ruggedness","Lepilemur_saeli","Ambodihasina_3","Ambodihasina",3
"966",9,59,4.552469136e-06,28.7093716475923,NA,"Ruggedness","Lepilemur_saeli","Befamatra_1","Befamatra",1
"967",10,59,4.552469136e-06,27.3819408578388,NA,"Ruggedness","Lepilemur_saeli","Befamatra_3","Befamatra",3
"968",11,52,4.012345679e-06,20.6713727437533,NA,"Ruggedness","Lepilemur_saeli","Androfiabe_3","Androfiabe",3
"969",12,60,4.62962963e-06,38.6942162831624,NA,"Ruggedness","Lepilemur_saeli","Betaolana_3","Betaolana",3
"970",13,94,7.25308642e-06,39.6045186976169,NA,"Ruggedness","Lepilemur_saeli","Ambodivoara_5","Ambodivoara",5
"971",14,73,5.632716049e-06,24.4281101880008,NA,"Ruggedness","Lepilemur_saeli","Betaolana_2","Betaolana",2
"972",15,74,5.709876543e-06,18.4088807750393,NA,"Ruggedness","Lepilemur_saeli","Betaolana_1","Betaolana",1
"973",16,57,4.398148148e-06,26.5755139861191,NA,"Ruggedness","Lepilemur_saeli","Ambodivoara_4","Ambodivoara",4
"974",17,52,4.012345679e-06,35.2426021832686,NA,"Ruggedness","Lepilemur_saeli","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"975",18,63,4.861111111e-06,34.1650856865777,NA,"Ruggedness","Lepilemur_saeli","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"976",19,71,5.478395062e-06,21.314812122936,NA,"Ruggedness","Lepilemur_saeli","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"977",20,56,4.320987654e-06,24.4607457263129,NA,"Ruggedness","Lepilemur_saeli","Befamatra_2","Befamatra",2
"978",21,94,7.25308642e-06,27.714357964536,NA,"Ruggedness","Lepilemur_saeli","Ambodimandresy_1","Ambodimandresy",1
"979",22,110,8.487654321e-06,32.0259263168682,NA,"Ruggedness","Lepilemur_saeli","Antanambe_2","Antanambe",2
"980",23,82,6.327160494e-06,19.2029401616352,NA,"Ruggedness","Lepilemur_saeli","Antanambe_3","Antanambe",3
"981",24,36,2.777777778e-06,24.7730000548893,NA,"Ruggedness","Lepilemur_saeli","Androfiabe_2","Androfiabe",2
"982",25,47,3.62654321e-06,36.7470605728474,NA,"Ruggedness","Lepilemur_saeli","Ambodihasina_2","Ambodihasina",2
"983",26,53,4.089506173e-06,29.2800543443212,NA,"Ruggedness","Lepilemur_saeli","Antanambe_1","Antanambe",1
"984",27,95,7.330246914e-06,24.8494795096548,NA,"Ruggedness","Lepilemur_saeli","Ambavala_1","Ambavala",1
"985",28,92,7.098765432e-06,34.7159316125123,NA,"Ruggedness","Lepilemur_saeli","Ambavala_2","Ambavala",2
"986",29,66,5.092592593e-06,32.7928507183537,NA,"Ruggedness","Lepilemur_saeli","Ambavala_3","Ambavala",3
"987",1,172,1.3271604938e-05,25.4096279476964,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodivoara_1","Ambodivoara",1
"988",2,136,1.049382716e-05,23.6868616833406,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodihasina_1","Ambodihasina",1
"989",3,121,9.336419753e-06,33.843711679632,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodimandresy_2","Ambodimandresy",2
"990",4,178,1.3734567901e-05,35.3654173250948,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodivoara_3","Ambodivoara",3
"991",5,105,8.101851852e-06,23.3582785515558,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodivoara_2","Ambodivoara",2
"992",6,189,1.4583333333e-05,22.1432069268807,NA,"Ruggedness","Microcebus_lehilahytsara","Androfiabe_1","Androfiabe",1
"993",7,131,1.0108024691e-05,32.3518467313461,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodimandresy_3","Ambodimandresy",3
"994",8,120,9.259259259e-06,29.8589806675911,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodihasina_3","Ambodihasina",3
"995",9,135,1.0416666667e-05,29.7366277482775,NA,"Ruggedness","Microcebus_lehilahytsara","Befamatra_1","Befamatra",1
"996",10,121,9.336419753e-06,26.8471636299259,NA,"Ruggedness","Microcebus_lehilahytsara","Befamatra_3","Befamatra",3
"997",11,132,1.0185185185e-05,22.0688847628507,NA,"Ruggedness","Microcebus_lehilahytsara","Androfiabe_3","Androfiabe",3
"998",12,151,1.1651234568e-05,39.1967622112754,NA,"Ruggedness","Microcebus_lehilahytsara","Betaolana_3","Betaolana",3
"999",13,166,1.2808641975e-05,41.0041167764779,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodivoara_5","Ambodivoara",5
"1000",14,141,1.087962963e-05,24.4886153234658,NA,"Ruggedness","Microcebus_lehilahytsara","Betaolana_2","Betaolana",2
"1001",15,182,1.4043209877e-05,20.467507482885,NA,"Ruggedness","Microcebus_lehilahytsara","Betaolana_1","Betaolana",1
"1002",16,147,1.1342592593e-05,26.0269600112422,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodivoara_4","Ambodivoara",4
"1003",17,110,8.487654321e-06,35.1614526055076,NA,"Ruggedness","Microcebus_lehilahytsara","AmbodivohitraKobahina_1","AmbodivohitraKobahina",1
"1004",18,134,1.0339506173e-05,36.8189728153286,NA,"Ruggedness","Microcebus_lehilahytsara","AmbodivohitraKobahina_2","AmbodivohitraKobahina",2
"1005",19,152,1.1728395062e-05,21.9817880329333,NA,"Ruggedness","Microcebus_lehilahytsara","AmbodivohitraKobahina_3","AmbodivohitraKobahina",3
"1006",20,134,1.0339506173e-05,24.0438841136534,NA,"Ruggedness","Microcebus_lehilahytsara","Befamatra_2","Befamatra",2
"1007",21,190,1.4660493827e-05,29.8547898543509,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodimandresy_1","Ambodimandresy",1
"1008",22,214,1.6512345679e-05,31.6698669518266,NA,"Ruggedness","Microcebus_lehilahytsara","Antanambe_2","Antanambe",2
"1009",23,152,1.1728395062e-05,18.9968769581694,NA,"Ruggedness","Microcebus_lehilahytsara","Antanambe_3","Antanambe",3
"1010",24,109,8.410493827e-06,26.4962728307881,NA,"Ruggedness","Microcebus_lehilahytsara","Androfiabe_2","Androfiabe",2
"1011",25,132,1.0185185185e-05,33.8045289949937,NA,"Ruggedness","Microcebus_lehilahytsara","Ambodihasina_2","Ambodihasina",2
"1012",26,114,8.796296296e-06,29.7292022119489,NA,"Ruggedness","Microcebus_lehilahytsara","Antanambe_1","Antanambe",1
"1013",27,191,1.4737654321e-05,24.9160378765685,NA,"Ruggedness","Microcebus_lehilahytsara","Ambavala_1","Ambavala",1
