OBJECTID_1,COUNT,AREA,MEAN
1,201.000000000000000,0.000015509259259,25.581712234079539
2,167.000000000000000,0.000012885802469,23.677310406804789
3,154.000000000000000,0.000011882716049,33.838217821988181
4,204.000000000000000,0.000015740740741,35.661932337517840
5,122.000000000000000,0.000009413580247,23.383638135722425
6,223.000000000000000,0.000017206790123,22.275446966624575
7,151.000000000000000,0.000011651234568,32.225391097416150
8,144.000000000000000,0.000011111111111,29.488286236921954
9,160.000000000000000,0.000012345679012,29.492871677875510
10,144.000000000000000,0.000011111111111,26.429840753475823
11,155.000000000000000,0.000011959876543,22.071898681886744
12,178.000000000000000,0.000013734567901,39.558896332644366
13,191.000000000000000,0.000014737654321,41.865553226770530
14,164.000000000000000,0.000012654320988,24.342296574173904
15,224.000000000000000,0.000017283950617,20.884372264146808
16,170.000000000000000,0.000013117283951,26.273810034639698
17,129.000000000000000,0.000009953703704,35.335926943047099
18,159.000000000000000,0.000012268518519,37.288908436613262
19,179.000000000000000,0.000013811728395,21.881046255207597
20,161.000000000000000,0.000012422839506,24.217505632720382
21,222.000000000000000,0.000017129629630,30.359157008093781
22,247.000000000000000,0.000019058641975,31.624985650483406
23,181.000000000000000,0.000013966049383,18.946856909693938
24,145.000000000000000,0.000011188271605,26.682673973872738
25,168.000000000000000,0.000012962962963,33.553835760979403
26,136.000000000000000,0.000010493827160,29.271225711878611
27,221.000000000000000,0.000017052469136,25.031480046958404
28,195.000000000000000,0.000015046296296,36.052130290789492
29,232.000000000000000,0.000017901234568,35.237275298299465
