OBJECTID_1,COUNT,AREA,SUM
1,247.000000000000000,0.000015437500000,0.000000000000000
2,203.000000000000000,0.000012687500000,0.000000000000000
3,187.000000000000000,0.000011687500000,1.000000000000000
4,253.000000000000000,0.000015812500000,11.000000000000000
5,153.000000000000000,0.000009562500000,0.000000000000000
6,283.000000000000000,0.000017687500000,11.000000000000000
7,188.000000000000000,0.000011750000000,16.000000000000000
8,182.000000000000000,0.000011375000000,18.000000000000000
9,199.000000000000000,0.000012437500000,0.000000000000000
10,179.000000000000000,0.000011187500000,0.000000000000000
11,193.000000000000000,0.000012062500000,3.000000000000000
12,226.000000000000000,0.000014125000000,0.000000000000000
13,237.000000000000000,0.000014812500000,12.000000000000000
14,205.000000000000000,0.000012812500000,0.000000000000000
15,275.000000000000000,0.000017187500000,12.000000000000000
16,217.000000000000000,0.000013562500000,4.000000000000000
17,161.000000000000000,0.000010062500000,0.000000000000000
18,198.000000000000000,0.000012375000000,8.000000000000000
19,223.000000000000000,0.000013937500000,3.000000000000000
20,197.000000000000000,0.000012312500000,3.000000000000000
21,265.000000000000000,0.000016562500000,0.000000000000000
22,305.000000000000000,0.000019062500000,16.000000000000000
23,219.000000000000000,0.000013687500000,0.000000000000000
24,174.000000000000000,0.000010875000000,0.000000000000000
25,205.000000000000000,0.000012812500000,20.000000000000000
26,167.000000000000000,0.000010437500000,3.000000000000000
27,273.000000000000000,0.000017062500000,2.000000000000000
28,247.000000000000000,0.000015437500000,7.000000000000000
29,273.000000000000000,0.000017062500000,10.000000000000000
