OBJECTID_1,COUNT,AREA,MEAN
1,111.000000000000000,0.000008564814815,1156.657657657657182
2,90.000000000000000,0.000006944444444,1197.299999999999727
3,74.000000000000000,0.000005709876543,1076.527027027026406
4,125.000000000000000,0.000009645061728,1185.735999999999649
5,68.000000000000000,0.000005246913580,1081.852941176471177
6,117.000000000000000,0.000009027777778,1163.709401709402073
7,86.000000000000000,0.000006635802469,1187.081395348837987
8,74.000000000000000,0.000005709876543,1228.621621621622126
9,88.000000000000000,0.000006790123457,977.965909090909122
10,76.000000000000000,0.000005864197531,1115.131578947368325
11,78.000000000000000,0.000006018518519,1182.064102564102313
12,92.000000000000000,0.000007098765432,1093.141304347826235
13,120.000000000000000,0.000009259259259,1125.958333333333712
14,96.000000000000000,0.000007407407407,1120.593750000000000
15,115.000000000000000,0.000008873456790,1171.113043478260806
16,87.000000000000000,0.000006712962963,1116.850574712643493
17,70.000000000000000,0.000005401234568,1269.071428571428896
18,92.000000000000000,0.000007098765432,1160.402173913043725
19,104.000000000000000,0.000008024691358,1072.423076923076678
20,87.000000000000000,0.000006712962963,1096.528735632184635
21,127.000000000000000,0.000009799382716,1058.354330708661109
22,144.000000000000000,0.000011111111111,1170.986111111111086
23,109.000000000000000,0.000008410493827,1078.311926605505278
24,67.000000000000000,0.000005169753086,1074.134328358208904
25,75.000000000000000,0.000005787037037,1152.853333333333012
26,81.000000000000000,0.000006250000000,1384.790123456790297
27,124.000000000000000,0.000009567901235,1076.758064516129025
28,121.000000000000000,0.000009336419753,1137.719008264462445
29,110.000000000000000,0.000008487654321,1102.636363636363740
