OBJECTID_1,COUNT,AREA,MEAN
1,589.000000000000000,0.000036812500000,21.636672325976232
2,497.000000000000000,0.000031062500000,25.718309859154918
3,499.000000000000000,0.000031187500000,21.951903807615221
4,556.000000000000000,0.000034750000000,24.366906474820151
5,382.000000000000000,0.000023875000000,20.882198952879580
6,646.000000000000000,0.000040375000000,21.082043343653250
7,459.000000000000000,0.000028687500000,23.727668845315907
8,472.000000000000000,0.000029500000000,19.845338983050858
9,480.000000000000000,0.000030000000000,20.147916666666649
10,431.000000000000000,0.000026937500000,22.143851508120648
11,508.000000000000000,0.000031750000000,25.161417322834648
12,528.000000000000000,0.000033000000000,23.132575757575740
13,515.000000000000000,0.000032187500000,23.504854368932037
14,487.000000000000000,0.000030437500000,23.193018480492810
15,678.000000000000000,0.000042375000000,20.980825958702063
16,541.000000000000000,0.000033812500000,23.325323475046204
17,392.000000000000000,0.000024500000000,25.920918367346928
18,465.000000000000000,0.000029062500000,21.335483870967739
19,514.000000000000000,0.000032125000000,22.025291828793772
20,476.000000000000000,0.000029750000000,23.682773109243701
21,617.000000000000000,0.000038562500000,24.648298217179917
22,732.000000000000000,0.000045750000000,24.795081967213108
23,511.000000000000000,0.000031937500000,22.592954990215254
24,506.000000000000000,0.000031625000000,22.169960474308290
25,634.000000000000000,0.000039625000000,20.694006309148268
26,414.000000000000000,0.000025875000000,23.615942028985504
27,662.000000000000000,0.000041375000000,22.898791540785489
28,550.000000000000000,0.000034375000000,23.289090909090898
29,782.000000000000000,0.000048875000000,24.387468030690542
