OBJECTID_1,COUNT,AREA,MEAN
1,111.000000000000000,0.000008564814815,24.876514383264492
2,90.000000000000000,0.000006944444444,23.893676365746398
3,74.000000000000000,0.000005709876543,32.914945602417006
4,125.000000000000000,0.000009645061728,35.150772079467785
5,68.000000000000000,0.000005246913580,22.484882375773264
6,117.000000000000000,0.000009027777778,21.966811086377525
7,86.000000000000000,0.000006635802469,33.133586096209150
8,74.000000000000000,0.000005709876543,30.410025525737460
9,88.000000000000000,0.000006790123457,29.845322088761758
10,76.000000000000000,0.000005864197531,27.522211827729876
11,78.000000000000000,0.000006018518519,20.920639808361354
12,92.000000000000000,0.000007098765432,38.498041049293832
13,120.000000000000000,0.000009259259259,39.797982207934069
14,96.000000000000000,0.000007407407407,23.840841889381416
15,115.000000000000000,0.000008873456790,19.031585908972701
16,87.000000000000000,0.000006712962963,25.560099198900414
17,70.000000000000000,0.000005401234568,34.944542707715719
18,92.000000000000000,0.000007098765432,35.490488238956623
19,104.000000000000000,0.000008024691358,21.607000502256248
20,87.000000000000000,0.000006712962963,24.733919297141590
21,127.000000000000000,0.000009799382716,28.257912162720682
22,144.000000000000000,0.000011111111111,31.490078412824211
23,109.000000000000000,0.000008410493827,19.189746926683892
24,67.000000000000000,0.000005169753086,26.165287174395655
25,75.000000000000000,0.000005787037037,34.127950045267738
26,81.000000000000000,0.000006250000000,29.439109602092223
27,124.000000000000000,0.000009567901235,25.122135912218400
28,121.000000000000000,0.000009336419753,34.730550009357032
29,110.000000000000000,0.000008487654321,33.273547046834764
