OBJECTID_1,COUNT,AREA,SUM
1,113.000000000000000,101700.000000000000000,113.000000000000000
2,87.000000000000000,78300.000000000000000,87.000000000000000
3,71.000000000000000,63900.000000000000000,71.000000000000000
4,125.000000000000000,112500.000000000000000,125.000000000000000
5,68.000000000000000,61200.000000000000000,68.000000000000000
6,114.000000000000000,102600.000000000000000,114.000000000000000
7,77.000000000000000,69300.000000000000000,77.000000000000000
8,61.000000000000000,54900.000000000000000,61.000000000000000
9,89.000000000000000,80100.000000000000000,89.000000000000000
10,85.000000000000000,76500.000000000000000,85.000000000000000
11,80.000000000000000,72000.000000000000000,80.000000000000000
12,96.000000000000000,86400.000000000000000,96.000000000000000
13,119.000000000000000,107100.000000000000000,119.000000000000000
14,104.000000000000000,93600.000000000000000,104.000000000000000
15,115.000000000000000,103500.000000000000000,115.000000000000000
16,88.000000000000000,79200.000000000000000,88.000000000000000
17,76.000000000000000,68400.000000000000000,76.000000000000000
18,95.000000000000000,85500.000000000000000,95.000000000000000
19,103.000000000000000,92700.000000000000000,103.000000000000000
20,85.000000000000000,76500.000000000000000,85.000000000000000
21,135.000000000000000,121500.000000000000000,135.000000000000000
22,146.000000000000000,131400.000000000000000,146.000000000000000
23,108.000000000000000,97200.000000000000000,108.000000000000000
24,65.000000000000000,58500.000000000000000,65.000000000000000
25,69.000000000000000,62100.000000000000000,69.000000000000000
26,72.000000000000000,64800.000000000000000,72.000000000000000
27,127.000000000000000,114300.000000000000000,127.000000000000000
28,123.000000000000000,110700.000000000000000,123.000000000000000
29,107.000000000000000,96300.000000000000000,107.000000000000000
