OBJECTID_1,COUNT,AREA,SUM
1,689.000000000000000,0.000043062500000,0.000000000000000
2,582.000000000000000,0.000036375000000,12.000000000000000
3,590.000000000000000,0.000036875000000,5.000000000000000
4,646.000000000000000,0.000040375000000,45.000000000000000
5,451.000000000000000,0.000028187500000,0.000000000000000
6,757.000000000000000,0.000047312500000,20.000000000000000
7,532.000000000000000,0.000033250000000,30.000000000000000
8,552.000000000000000,0.000034500000000,117.000000000000000
9,559.000000000000000,0.000034937500000,14.000000000000000
10,512.000000000000000,0.000032000000000,0.000000000000000
11,593.000000000000000,0.000037062500000,3.000000000000000
12,617.000000000000000,0.000038562500000,8.000000000000000
13,600.000000000000000,0.000037500000000,63.000000000000000
14,566.000000000000000,0.000035375000000,0.000000000000000
15,787.000000000000000,0.000049187500000,20.000000000000000
16,631.000000000000000,0.000039437500000,27.000000000000000
17,457.000000000000000,0.000028562500000,8.000000000000000
18,542.000000000000000,0.000033875000000,40.000000000000000
19,598.000000000000000,0.000037375000000,20.000000000000000
20,557.000000000000000,0.000034812500000,23.000000000000000
21,710.000000000000000,0.000044375000000,1.000000000000000
22,860.000000000000000,0.000053750000000,65.000000000000000
23,593.000000000000000,0.000037062500000,16.000000000000000
24,597.000000000000000,0.000037312500000,41.000000000000000
25,749.000000000000000,0.000046812500000,79.000000000000000
26,484.000000000000000,0.000030250000000,25.000000000000000
27,763.000000000000000,0.000047687500000,37.000000000000000
28,639.000000000000000,0.000039937500000,52.000000000000000
29,914.000000000000000,0.000057125000000,40.000000000000000
