OBJECTID_1,COUNT,AREA,SUM
1,94.000000000000000,0.000005875000000,0.000000000000000
2,76.000000000000000,0.000004750000000,0.000000000000000
3,51.000000000000000,0.000003187500000,0.000000000000000
4,120.000000000000000,0.000007500000000,4.000000000000000
5,55.000000000000000,0.000003437500000,0.000000000000000
6,99.000000000000000,0.000006187500000,4.000000000000000
7,73.000000000000000,0.000004562500000,8.000000000000000
8,67.000000000000000,0.000004187500000,1.000000000000000
9,75.000000000000000,0.000004687500000,0.000000000000000
10,66.000000000000000,0.000004125000000,0.000000000000000
11,63.000000000000000,0.000003937500000,0.000000000000000
12,76.000000000000000,0.000004750000000,0.000000000000000
13,109.000000000000000,0.000006812500000,2.000000000000000
14,93.000000000000000,0.000005812500000,0.000000000000000
15,92.000000000000000,0.000005750000000,3.000000000000000
16,71.000000000000000,0.000004437500000,1.000000000000000
17,63.000000000000000,0.000003937500000,0.000000000000000
18,80.000000000000000,0.000005000000000,1.000000000000000
19,90.000000000000000,0.000005625000000,0.000000000000000
20,75.000000000000000,0.000004687500000,0.000000000000000
21,123.000000000000000,0.000007687500000,0.000000000000000
22,136.000000000000000,0.000008500000000,3.000000000000000
23,102.000000000000000,0.000006375000000,0.000000000000000
24,47.000000000000000,0.000002937500000,0.000000000000000
25,57.000000000000000,0.000003562500000,6.000000000000000
26,67.000000000000000,0.000004187500000,0.000000000000000
27,117.000000000000000,0.000007312500000,2.000000000000000
28,114.000000000000000,0.000007125000000,0.000000000000000
29,88.000000000000000,0.000005500000000,0.000000000000000
