OBJECTID_1,COUNT,AREA,SUM
1,1231.000000000000000,1107900.000000000000000,1231.000000000000000
2,1039.000000000000000,935100.000000000000000,1039.000000000000000
3,981.000000000000000,882900.000000000000000,981.000000000000000
4,1067.000000000000000,960300.000000000000000,1067.000000000000000
5,867.000000000000000,780300.000000000000000,867.000000000000000
6,1299.000000000000000,1169100.000000000000000,1299.000000000000000
7,917.000000000000000,825300.000000000000000,917.000000000000000
8,736.000000000000000,662400.000000000000000,736.000000000000000
9,655.000000000000000,589500.000000000000000,655.000000000000000
10,938.000000000000000,844200.000000000000000,938.000000000000000
11,1094.000000000000000,984600.000000000000000,1094.000000000000000
12,1095.000000000000000,985500.000000000000000,1095.000000000000000
13,974.000000000000000,876600.000000000000000,974.000000000000000
14,1025.000000000000000,922500.000000000000000,1025.000000000000000
15,1368.000000000000000,1231200.000000000000000,1368.000000000000000
16,986.000000000000000,887400.000000000000000,986.000000000000000
17,758.000000000000000,682200.000000000000000,758.000000000000000
18,857.000000000000000,771300.000000000000000,857.000000000000000
19,1010.000000000000000,909000.000000000000000,1010.000000000000000
20,918.000000000000000,826200.000000000000000,918.000000000000000
21,1252.000000000000000,1126800.000000000000000,1252.000000000000000
22,1583.000000000000000,1424700.000000000000000,1583.000000000000000
23,1007.000000000000000,906300.000000000000000,1007.000000000000000
24,958.000000000000000,862200.000000000000000,958.000000000000000
25,1158.000000000000000,1042200.000000000000000,1158.000000000000000
26,773.000000000000000,695700.000000000000000,773.000000000000000
27,1148.000000000000000,1033200.000000000000000,1148.000000000000000
28,1049.000000000000000,944100.000000000000000,1049.000000000000000
29,1629.000000000000000,1466100.000000000000000,1629.000000000000000
