OBJECTID_1,COUNT,AREA,MEAN
1,133.000000000000000,0.000008312500000,21.157894736842103
2,111.000000000000000,0.000006937500000,25.873873873873880
3,90.000000000000000,0.000005625000000,21.899999999999999
4,151.000000000000000,0.000009437500000,24.960264900662260
5,82.000000000000000,0.000005125000000,17.939024390243901
6,149.000000000000000,0.000009312500000,20.785234899328856
7,101.000000000000000,0.000006312500000,24.019801980198018
8,94.000000000000000,0.000005875000000,20.042553191489350
9,107.000000000000000,0.000006687500000,21.710280373831772
10,99.000000000000000,0.000006187500000,22.393939393939398
11,97.000000000000000,0.000006062500000,25.494845360824741
12,115.000000000000000,0.000007187500000,23.478260869565222
13,147.000000000000000,0.000009187500000,24.292517006802719
14,118.000000000000000,0.000007375000000,23.677966101694910
15,137.000000000000000,0.000008562500000,20.467153284671529
16,108.000000000000000,0.000006750000000,25.000000000000004
17,93.000000000000000,0.000005812500000,25.483870967741943
18,113.000000000000000,0.000007062500000,21.070796460176993
19,129.000000000000000,0.000008062500000,23.085271317829449
20,107.000000000000000,0.000006687500000,24.345794392523374
21,157.000000000000000,0.000009812500000,25.375796178343947
22,181.000000000000000,0.000011312500000,26.165745856353588
23,133.000000000000000,0.000008312500000,23.548872180451131
24,77.000000000000000,0.000004812500000,23.000000000000004
25,90.000000000000000,0.000005625000000,22.044444444444448
26,93.000000000000000,0.000005812500000,25.365591397849467
27,156.000000000000000,0.000009750000000,24.115384615384610
28,145.000000000000000,0.000009062500000,23.386206896551723
29,129.000000000000000,0.000008062500000,24.550387596899231
