OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,160.000000000000000,0.000010000000000,23.743750000000002
2,2,180.000000000000000,0.000011250000000,24.627777777777776
3,3,162.000000000000000,0.000010125000000,21.574074074074080
