OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,1198.000000000000000,0.000074875000000,70.000000000000000
2,2,1378.000000000000000,0.000086125000000,159.000000000000000
3,3,1631.000000000000000,0.000101937500000,192.000000000000000
