OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,970.000000000000000,0.000074845679012,1185.107216494846170
2,2,1108.000000000000000,0.000085493827160,1102.672382671480364
3,3,1322.000000000000000,0.000102006172840,1153.562783661119965
