OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,219.000000000000000,0.000016898148148,31.700436944830919
2,2,256.000000000000000,0.000019753086420,26.303611074574292
3,3,276.000000000000000,0.000021296296296,33.401182511578440
