OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,160.000000000000000,0.000010000000000,13.000000000000000
2,2,180.000000000000000,0.000011250000000,2.000000000000000
3,3,162.000000000000000,0.000010125000000,16.000000000000000
