OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,131.000000000000000,0.000010108024691,1188.618320610687078
2,2,147.000000000000000,0.000011342592593,1113.972789115646037
3,3,132.000000000000000,0.000010185185185,1151.431818181818016
