OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,210.000000000000000,189000.000000000000000,210.000000000000000
2,2,264.000000000000000,237600.000000000000000,264.000000000000000
3,3,244.000000000000000,219600.000000000000000,244.000000000000000
