OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,77.000000000000000,69300.000000000000000,77.000000000000000
2,2,88.000000000000000,79200.000000000000000,88.000000000000000
3,3,69.000000000000000,62100.000000000000000,69.000000000000000
