OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,59.000000000000000,53100.000000000000000,59.000000000000000
2,2,60.000000000000000,54000.000000000000000,60.000000000000000
3,3,41.000000000000000,36900.000000000000000,41.000000000000000
