OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,438.000000000000000,0.000033796296296,1189.109589041096342
2,2,510.000000000000000,0.000039351851852,1104.141176470589244
3,3,601.000000000000000,0.000046373456790,1145.880199667221177
