OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,970.000000000000000,0.000074845679012,31.822120445045009
2,2,1108.000000000000000,0.000085493827160,27.181582995915669
3,3,1322.000000000000000,0.000102006172840,33.533574203499867
