OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,704.000000000000000,0.000044000000000,40.000000000000000
2,2,820.000000000000000,0.000051250000000,54.000000000000000
3,3,976.000000000000000,0.000061000000000,106.000000000000000
