OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,1198.000000000000000,0.000074875000000,22.902337228714522
2,2,1378.000000000000000,0.000086125000000,22.702467343976782
3,3,1631.000000000000000,0.000101937500000,21.477621091355001
