OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,438.000000000000000,0.000033796296296,31.308237484056658
2,2,510.000000000000000,0.000039351851852,25.447328839115070
3,3,601.000000000000000,0.000046373456790,33.554558916615584
