OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,141.000000000000000,126900.000000000000000,141.000000000000000
2,2,178.000000000000000,160200.000000000000000,178.000000000000000
3,3,153.000000000000000,137700.000000000000000,153.000000000000000
