OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,368.000000000000000,0.000028395061728,1190.644021739130267
2,2,438.000000000000000,0.000033796296296,1105.520547945205863
3,3,515.000000000000000,0.000039737654321,1145.001941747572118
