OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,86.000000000000000,0.000006635802469,1187.081395348837987
2,2,87.000000000000000,0.000006712962963,1116.850574712643493
3,3,75.000000000000000,0.000005787037037,1152.853333333333012
