OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,122.000000000000000,109800.000000000000000,122.000000000000000
2,2,151.000000000000000,135900.000000000000000,151.000000000000000
3,3,117.000000000000000,105300.000000000000000,117.000000000000000
