OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,73.000000000000000,0.000004562500000,23.767123287671236
2,2,71.000000000000000,0.000004437500000,25.295774647887328
3,3,57.000000000000000,0.000003562500000,22.333333333333336
