OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,64.000000000000000,0.000004938271605,1187.234375000000455
2,2,57.000000000000000,0.000004398148148,1115.789473684210634
3,3,47.000000000000000,0.000003626543210,1165.787234042553109
