OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,532.000000000000000,0.000033250000000,30.000000000000000
2,2,631.000000000000000,0.000039437500000,27.000000000000000
3,3,749.000000000000000,0.000046812500000,79.000000000000000
