OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,459.000000000000000,0.000028687500000,23.727668845315904
2,2,541.000000000000000,0.000033812500000,23.325323475046204
3,3,634.000000000000000,0.000039625000000,20.694006309148268
