OID_,OBJECTID_1,COUNT,AREA,MEAN
1,1,273.000000000000000,0.000017062500000,23.560439560439566
2,2,321.000000000000000,0.000020062500000,23.922118380062315
3,3,342.000000000000000,0.000021375000000,20.988304093567251
