OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,188.000000000000000,0.000011750000000,16.000000000000000
2,2,217.000000000000000,0.000013562500000,4.000000000000000
3,3,205.000000000000000,0.000012812500000,20.000000000000000
