OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,459.000000000000000,0.000028687500000,28.000000000000000
2,2,541.000000000000000,0.000033812500000,20.000000000000000
3,3,634.000000000000000,0.000039625000000,65.000000000000000
