OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,273.000000000000000,0.000017062500000,20.000000000000000
2,2,321.000000000000000,0.000020062500000,7.000000000000000
3,3,342.000000000000000,0.000021375000000,33.000000000000000
