OID_,OBJECTID_1,COUNT,AREA,SUM
1,1,537.000000000000000,483300.000000000000000,537.000000000000000
2,2,633.000000000000000,569700.000000000000000,633.000000000000000
3,3,695.000000000000000,625500.000000000000000,695.000000000000000
